Name,CAS,SMILES,IUPAC_Name
Fenpyrazamine,473798-59-3,NC1=C(C(N(N1C(SCC=C)=O)C(C)C)=O)C1=C(C=CC=C1)C,S-prop-2-enyl 5-amino-4-(2-methylphenyl)-3-oxo-2-propan-2-ylpyrazole-1-carbothioate
Fenhexamid,126833-17-8,ClC1=C(C=CC(=C1Cl)O)NC(=O)C1(CCCCC1)C,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexane-1-carboxamide"
Dicopper carbonate dihydroxide,569-64-2,[Cl-].CN(C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](C)C)C1=CC=CC=C1)C,"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium chloride"
Spiroxamine,118134-30-8,C(C)(C)(C)C1CCC2(OC(CO2)CN(CCC)CC)CC1,"N-[(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)methyl]-N-ethylpropan-1-amine"
Debacarb,62732-91-6,N1C(=NC2=C1C=CC=C2)NC(OCCOCCOCC)=O,2-(2-ethoxyethoxy)ethyl N-(1H-benzimidazol-2-yl)carbamate
Propamocarb hydrochloride,25606-41-1,[Cl-].CCCOC(=O)NCCC[NH+](C)C,propyl N-[3-(dimethylamino)propyl]carbamate;hydrochloride
Calcium cyanamide,156-62-7,[N-]=C=[N-].[Ca+2],calcium azanidylidenemethylideneazanide
Chloranil,118-75-2,ClC=1C(C(=C(C(C1Cl)=O)Cl)Cl)=O,"2,3,5,6-tetrachlorocyclohexa-2,5-diene-1,4-dione"
Methyl isothiocyanate,556-61-6,CN=C=S,methylimino(sulfanylidene)methane
Etem,33813-20-6,S1SC(N2C1=NCC2)=S,"5,6-dihydroimidazo[2,1-c][1,2,4]dithiazole-3-thione"
Thioquinox,93-75-4,S1C(SC=2C1=NC1=CC=CC=C1N2)=S,"[1,3]dithiolo[4,5-b]quinoxaline-2-thione"
Dicloran,99-30-9,ClC1=C(N)C(=CC(=C1)[N+](=O)[O-])Cl,"2,6-dichloro-4-nitroaniline"
Fenaminosulf,140-56-7,CN(C1=CC=C(C=C1)N=NS([O-])(=O)=O)C.[Na+],sodium N-[4-(dimethylamino)phenyl]iminosulfamate
Triclopyricarb,902760-40-1,CON(C(OC)=O)C1=C(C=CC=C1)COC1=NC(=C(C=C1Cl)Cl)Cl,"methyl N-methoxy-N-[2-[(3,5,6-trichloro-2-pyridinyl)oxymethyl]phenyl]carbamate"
Pyrimethanil,53112-28-0,CC1=NC(=NC(=C1)C)NC1=CC=CC=C1,"4,6-dimethyl-N-phenylpyrimidin-2-amine"
Flutianil,958647-10-4,FC1=C(C=C(C=C1)C(F)(F)F)S\C(\C#N)=C\1/SCCN1C1=C(C=CC=C1)OC,"(2Z)-2-[2-fluoro-5-(trifluoromethyl)phenyl]sulfanyl-2-[3-(2-methoxyphenyl)-1,3-thiazolidin-2-ylidene]acetonitrile"
Mucochloric anhydride,4412-09-3,ClC=1C(OC(C1Cl)=O)OC1OC(C(=C1Cl)Cl)=O,"3,4-dichloro-2-[(3,4-dichloro-5-oxo-2H-furan-2-yl)oxy]-2H-furan-5-one"
Trans-propiconazole,116498-45-4,ClC1=C(C=CC(=C1)Cl)[C@]1(OC[C@H](O1)CCC)CN1N=CN=C1,"1-[[(2R,4R)-2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole"
Phenazine-1-carboxylic acid,2538-68-3,C1(=CC=CC2=NC3=CC=CC=C3N=C12)C(=O)O,phenazine-1-carboxylic acid
Triazoxide,72459-58-6,ClC1=CC2=C(N=C(N=[N+]2[O-])N2C=NC=C2)C=C1,"7-chloro-3-imidazol-1-yl-1-oxido-1,2,4-benzotriazin-1-ium"
Tolprocarb,911499-62-2,CC([C@@H](CNC(C1=CC=C(C=C1)C)=O)NC(OCC(F)(F)F)=O)C,"2,2,2-trifluoroethyl N-[(2S)-3-methyl-1-[(4-methylbenzoyl)amino]butan-2-yl]carbamate"
Glutaraldehyde,111-30-8,C(CCCC=O)=O,pentanedial
Sodium cyanide,143-33-9,[C-]#N.[Na+],sodium cyanide
Ipconazole,125225-28-7,ClC1=CC=C(C=C1)CC1C(C(CC1)C(C)C)(O)CN1N=CN=C1,"2-[(4-chlorophenyl)methyl]-5-propan-2-yl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol"
Izopamfos,83327-52-0,Not found,methoxy-oxido-oxophosphanium;3-nonoxypropylazanium
Pyraziflumid,942515-63-1,FC=1C=C(C=CC1F)C1=C(C=CC=C1)NC(=O)C1=NC=CN=C1C(F)(F)F,"N-[2-(3,4-difluorophenyl)phenyl]-3-(trifluoromethyl)pyrazine-2-carboxamide"
Dimepyrolimet,3056779-02-0,ClC1=C(C=NN1C)NC(=O)[C@H]1C(N(C[C@@H]1C1=CC(=CC(=C1)C)C)C)=O,"(3S,4S)-N-(5-chloro-1-methylpyrazol-4-yl)-4-(3,5-dimethylphenyl)-1-methyl-2-oxopyrrolidine-3-carboxamide"
Bismerthiazol,79319-85-0,S=C1SC(=NN1)NCNC1=NNC(S1)=S,"5-[[(2-sulfanylidene-3H-1,3,4-thiadiazol-5-yl)amino]methylamino]-3H-1,3,4-thiadiazole-2-thione"
Propineb,12071-83-9,[S-]C(=S)NCC(C)NC(=S)[S-].[Zn+2],zinc N-[1-(sulfidocarbothioylamino)propan-2-yl]carbamodithioate
Zinc borate,14720-55-9,B([O-])([O-])OB([O-])[O-].[Zn+2].[Zn+2].[Zn+2],trizinc diborate
Prothioconazole,178928-70-6,ClC1(CC1)C(CN1NC=NC1=S)(CC1=C(C=CC=C1)Cl)O,"2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1H-1,2,4-triazole-3-thione"
Dimetachlone,24096-53-5,ClC=1C=C(C=C(C1)Cl)N1C(CCC1=O)=O,"1-(3,5-dichlorophenyl)pyrrolidine-2,5-dione"
Niclosamide,50-65-7,ClC=1C=CC(=C(C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)C1)O,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide
Pyracarbolid,24691-76-7,CC1=C(CCCO1)C(=O)NC1=CC=CC=C1,"6-methyl-N-phenyl-3,4-dihydro-2H-pyran-5-carboxamide"
Orysastrobin,248593-16-0,CO\N=C(\C(\C)=N\OCC1=C(C=CC=C1)\C(\C(=O)NC)=N/OC)/C(/C)=N/OC,"(2E)-2-[2-[[(E)-[(3E,4E)-3,4-bis(methoxyimino)pentan-2-ylidene]amino]oxymethyl]phenyl]-2-methoxyimino-N-methylacetamide"
Ethylicin,682-91-7,C(C)S(=O)(=O)SCC,1-ethylsulfonylsulfanylethane
Methylene bisthiocyanate,6317-18-6,S(C#N)CSC#N,thiocyanatomethyl thiocyanate
Aminopyrifen,1531626-08-0,NC1=NC(=CC=C1C(=O)OCC1=CC=C(C=C1)OC1=CC=CC=C1)C,(4-phenoxyphenyl)methyl 2-amino-6-methylpyridine-3-carboxylate
Carpropamid,104030-54-8,ClC1(C(C1C)(C(=O)NC(C)C1=CC=C(C=C1)Cl)CC)Cl,"2,2-dichloro-N-[1-(4-chlorophenyl)ethyl]-1-ethyl-3-methylcyclopropane-1-carboxamide"
Sodium metabisulphite,7681-57-4,[Na+].[Na+].[O-][S](=O)[S]([O-])(=O)=O,
Flufenoxadiazam,1839120-27-2,FC1=C(C=CC=C1)NC(C1=CC=C(C=C1)C1=NOC(=N1)C(F)(F)F)=O,"N-(2-fluorophenyl)-4-[5-(trifluoromethyl)-1,2,4-oxadiazol-3-yl]benzamide"
Colophonate,50398-69-1,ClC1=CN=C(S1)CSP(=S)(OC)OC,"(5-chloro-1,3-thiazol-2-yl)methylsulfanyl-dimethoxy-sulfanylidene-lambda5-phosphane"
Phthalide,87-41-2,C1(OCC2=C1C=CC=C2)=O,3H-2-benzofuran-1-one
Benzoic acid,65-85-0,C(C1=CC=CC=C1)(=O)O,benzoic acid
Tributyltin oxide,56-35-9,C(CCC)[Sn](O[Sn](CCCC)(CCCC)CCCC)(CCCC)CCCC,tributyl(tributylstannyloxy)stannane
Quinofumelin,861647-84-9,FC1(C(N=C(C2=CC=CC=C12)C=1C=NC2=CC=CC=C2C1)(C)C)F,"4,4-difluoro-3,3-dimethyl-1-quinolin-3-ylisoquinoline"
Isofetamid,875915-78-9,CC1=C(SC=C1)C(=O)NC(C(=O)C1=C(C=C(C=C1)OC(C)C)C)(C)C,3-methyl-N-[2-methyl-1-(2-methyl-4-propan-2-yloxyphenyl)-1-oxopropan-2-yl]thiophene-2-carboxamide
Griseofulvin,126-07-8,ClC1=C(C=C(C=2C([C@]3(C(=CC(C[C@H]3C)=O)OC)OC21)=O)OC)OC,"(2S,5'R)-7-chloro-3',4,6-trimethoxy-5'-methylspiro[1-benzofuran-2,4'-cyclohex-2-ene]-1',3-dione"
2-methoxyethylmercury acetate,151-38-2,C(C)(=O)O[Hg]CCOC,acetyloxy(2-methoxyethyl)mercury
Triadimefon,43121-43-3,ClC1=CC=C(OC(C(C(C)(C)C)=O)N2N=CN=C2)C=C1,"1-(4-chlorophenoxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one"
Pyridachlometyl,1358061-55-8,ClC=1N=NC(=C(C1C1=C(C=CC=C1F)F)C1=CC=CC=C1)C,"3-chloro-4-(2,6-difluorophenyl)-6-methyl-5-phenylpyridazine"
Fluoxapiprolin,1360819-11-9,CS(=O)(=O)OC1=C(C(=CC=C1)Cl)C1CC(=NO1)C=1N=C(SC1)C1CCN(CC1)C(CN1N=C(C=C1C(F)F)C(F)F)=O,"[2-[3-[2-[1-[2-[3,5-bis(difluoromethyl)pyrazol-1-yl]acetyl]piperidin-4-yl]-1,3-thiazol-4-yl]-4,5-dihydro-1,2-oxazol-5-yl]-3-chlorophenyl] methanesulfonate"
Iprovalicarb,140923-17-7,CC([C@@H](C(=O)NC(C)C1=CC=C(C=C1)C)NC(OC(C)C)=O)C,propan-2-yl N-[(2S)-3-methyl-1-[1-(4-methylphenyl)ethylamino]-1-oxobutan-2-yl]carbamate
Prochloraz,67747-09-5,C(CC)N(C(=O)N1C=NC=C1)CCOC1=C(C=C(C=C1Cl)Cl)Cl,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide"
Pyrisoxazole,847749-37-5,ClC1=CC=C(C=C1)C1CC(N(O1)C)(C=1C=NC=CC1)C,"5-(4-chlorophenyl)-2,3-dimethyl-3-pyridin-3-yl-1,2-oxazolidine"
Streptomycin sulphate,3810-74-0,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N.CN[C@H]4[C@H](O)[C@@H](O)[C@H](CO)O[C@H]4O[C@H]5[C@@H](O[C@@H](C)[C@]5(O)C=O)O[C@H]6[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]6N=C(N)N.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,"bis(2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine);sulfuric acid"
Fenpicoxamid,517875-34-2,CC(C(=O)OCOC=1C(=NC=CC1OC)C(N[C@@H]1C(O[C@H]([C@@H]([C@H](C(OC1)=O)CC1=CC=CC=C1)OC(C(C)C)=O)C)=O)=O)C,"[2-[[(3S,7R,8R,9S)-7-benzyl-9-methyl-8-(2-methylpropanoyloxy)-2,6-dioxo-1,5-dioxonan-3-yl]carbamoyl]-4-methoxy-3-pyridinyl]oxymethyl 2-methylpropanoate"
Parinol,17781-31-6,ClC1=CC=C(C=C1)C(O)(C=1C=NC=CC1)C1=CC=C(C=C1)Cl,bis(4-chlorophenyl)-pyridin-3-ylmethanol
Emamectin B1a,121124-29-6,C[C@@H](CC)[C@H]1O[C@@]2(C[C@H]3OC([C@@H]4C=C([C@H]([C@H]5OC\C(=C/C=C/[C@@H]([C@@H](/C(=C/C[C@@H](O2)C3)/C)O[C@@H]3O[C@H]([C@@H]([C@H](C3)OC)O[C@@H]3O[C@H]([C@H]([C@H](C3)OC)NC)C)C)C)\[C@@]45O)O)C)=O)C=C[C@@H]1C,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-4-methoxy-5-[(2S,4S,5R,6S)-4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one"
Cis-propiconazole,116498-44-3,ClC1=C(C=CC(=C1)Cl)[C@]1(OC[C@@H](O1)CCC)CN1N=CN=C1,"1-[[(2R,4S)-2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole"
Citric acid anhydrous,77-92-9,OC(CC(=O)O)(CC(=O)O)C(=O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid"
Dazomet-sodium,53404-60-7,[Na+].CN1CN(C)C(=S)S[CH-]1,
Cupric ammonium carbonate,53231-49-5,Not found,copper;azane;carbonate
Decafentin,15652-38-7,Not found,benzene;decyl(triphenyl)phosphanium;tin(4+);bromide;chloride
Zineb,12122-67-7,[S-]C(=S)NCCNC(=S)[S-].[Zn+2],zinc N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate
Dichlone,117-80-6,ClC=1C(C2=CC=CC=C2C(C1Cl)=O)=O,"2,3-dichloronaphthalene-1,4-dione"
Phenylmercury chloride,100-56-1,Cl[Hg]C1=CC=CC=C1,chloro(phenyl)mercury
Furconazole,112839-33-5,ClC1=C(C=CC(=C1)Cl)C1(OC(CC1)OCC(F)(F)F)CN1N=CN=C1,"1-[[2-(2,4-dichlorophenyl)-5-(2,2,2-trifluoroethoxy)oxolan-2-yl]methyl]-1,2,4-triazole"
Triticonazole,131983-72-7,ClC1=CC=C(C=C1)\C=C\1/CCC(C1(O)CN1N=CN=C1)(C)C,"(5E)-5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol"
Isotianil,224049-04-1,ClC1=NSC(=C1Cl)C(=O)NC1=C(C=CC=C1)C#N,"3,4-dichloro-N-(2-cyanophenyl)-1,2-thiazole-5-carboxamide"
Bitertanol,55179-31-2,CC(C(C(N1N=CN=C1)OC1=CC=C(C=C1)C1=CC=CC=C1)O)(C)C,"3,3-dimethyl-1-(4-phenylphenoxy)-1-(1,2,4-triazol-1-yl)butan-2-ol"
Trichlamide,70193-21-4,C(CCC)OC(C(Cl)(Cl)Cl)NC(C1=C(C=CC=C1)O)=O,"N-(1-butoxy-2,2,2-trichloroethyl)-2-hydroxybenzamide"
Chloroneb,2675-77-6,ClC1=C(C=C(C(=C1)OC)Cl)OC,"1,4-dichloro-2,5-dimethoxybenzene"
Alpha-pinene,80-56-8,CC=1C2C(C(CC1)C2)(C)C,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene"
Pyributicarb,88678-67-5,COC1=CC=CC(=N1)N(C(OC1=CC(=CC=C1)C(C)(C)C)=S)C,O-(3-tert-butylphenyl) N-(6-methoxy-2-pyridinyl)-N-methylcarbamothioate
Flufenoxystrobin,918162-02-4,ClC1=C(OCC2=C(C=CC=C2)/C(/C(=O)OC)=C\OC)C=CC(=C1)C(F)(F)F,methyl (E)-2-[2-[[2-chloro-4-(trifluoromethyl)phenoxy]methyl]phenyl]-3-methoxyprop-2-enoate
Fentin hydroxide,76-87-9,[OH-].C1(=CC=CC=C1)[Sn+](C1=CC=CC=C1)C1=CC=CC=C1,triphenylstannanylium hydroxide
Methfuroxam,28730-17-8,CC=1OC(=C(C1C(=O)NC1=CC=CC=C1)C)C,"2,4,5-trimethyl-N-phenylfuran-3-carboxamide"
Hydrogen peroxide,7722-84-1,Not found,hydrogen peroxide
Emamectin B1b,121424-52-0,O[C@H]1[C@H]2OC\C\3=C/C=C/[C@@H]([C@@H](/C(=C/C[C@H]4O[C@]5(C[C@@H](OC([C@H](C=C1C)[C@@]23O)=O)C4)C=C[C@@H]([C@H](O5)C(C)C)C)/C)O[C@@H]5O[C@H]([C@@H]([C@H](C5)OC)O[C@@H]5O[C@H]([C@H]([C@H](C5)OC)NC)C)C)C,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-4-methoxy-5-[(2S,4S,5R,6S)-4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethyl-2-propan-2-ylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one"
Kasugamycin hydrochloride hydrate,200132-83-8,Not found,"2-amino-2-[(2R,3S,5S,6R)-5-amino-2-methyl-6-[(2S,3S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxyoxan-3-yl]iminoacetic acid;hydrate;hydrochloride"
Triamiphos,1031-47-6,CN(P(=O)(N(C)C)N1N=C(N=C1N)C1=CC=CC=C1)C,"2-[bis(dimethylamino)phosphoryl]-5-phenyl-1,2,4-triazol-3-amine"
Acibenzolar-S-methyl,135158-54-2,S1N=NC2=C1C(=CC=C2)C(SC)=O,"S-methyl 1,2,3-benzothiadiazole-7-carbothioate"
Captafol,2425-06-1,ClC(C(Cl)Cl)(Cl)SN1C(C2CC=CCC2C1=O)=O,"2-(1,1,2,2-tetrachloroethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione"
Fenpropimorph,67564-91-4,C(C)(C)(C)C1=CC=C(C=C1)CC(CN1C[C@@H](O[C@@H](C1)C)C)C,"(2S,6R)-4-[3-(4-tert-butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine"
Dazomet,533-74-4,CN1C(SCN(C1)C)=S,"3,5-dimethyl-1,3,5-thiadiazinane-2-thione"
DNOC sodium,2312-76-7,CC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[Na+],"sodium 2-methyl-4,6-dinitrophenolate"
Oxazosulfyl,1616678-32-0,C(C)S(=O)(=O)C=1C(=NC=CC1)C=1OC2=C(N1)C=C(C=C2)S(=O)(=O)C(F)(F)F,"2-(3-ethylsulfonyl-2-pyridinyl)-5-(trifluoromethylsulfonyl)-1,3-benzoxazole"
Thymol,89-83-8,CC=1C=CC(=C(C1)O)C(C)C,5-methyl-2-propan-2-ylphenol
Gliotoxin,67-99-2,O[C@H]1C=CC=C2C[C@@]34N([C@H]12)C([C@@](SS3)(N(C4=O)C)CO)=O,"(1R,7S,8S,11R)-7-hydroxy-11-(hydroxymethyl)-15-methyl-12,13-dithia-9,15-diazatetracyclo[9.2.2.01,9.03,8]pentadeca-3,5-diene-10,14-dione"
Epoxiconazole,133855-98-8,ClC1=C(C=CC=C1)[C@@H]1[C@](O1)(C1=CC=C(C=C1)F)CN1N=CN=C1,"1-[[(2S,3R)-3-(2-chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl]-1,2,4-triazole"
Boric acid,10043-35-3,B(O)(O)O,boric acid
Ferimzone,89269-64-7,CC1=NC(=NC(=C1)C)N\N=C(\C)/C1=C(C=CC=C1)C,"4,6-dimethyl-N-[(Z)-1-(2-methylphenyl)ethylideneamino]pyrimidin-2-amine"
Cyflufenamid,180409-60-3,C1(CC1)CO\N=C(\C1=C(C(=CC=C1C(F)(F)F)F)F)/NC(CC1=CC=CC=C1)=O,"N-[(Z)-N-(cyclopropylmethoxy)-C-[2,3-difluoro-6-(trifluoromethyl)phenyl]carbonimidoyl]-2-phenylacetamide"
Mepanipyrim,110235-47-7,CC1=NC(=NC(=C1)C#CC)NC1=CC=CC=C1,4-methyl-N-phenyl-6-prop-1-ynylpyrimidin-2-amine
Fludioxonil,131341-86-1,FC1(OC2=C(O1)C=CC=C2C=2C(=CNC2)C#N)F,"4-(2,2-difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile"
Gamma-terpinene,99-85-4,CC1=CCC(=CC1)C(C)C,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene"
2-methoxyethylmercury chloride,123-88-6,Cl[Hg]CCOC,chloro(2-methoxyethyl)mercury
Proquinazid,189278-12-4,IC=1C=C2C(N(C(=NC2=CC1)OCCC)CCC)=O,6-iodo-2-propoxy-3-propylquinazolin-4-one
Flumetylsulforim,1616664-98-2,FC=1C(N(C(N(C1)S(=O)(=O)C1=CC=C(C=C1)C)=O)C)=N,5-fluoro-4-imino-3-methyl-1-(4-methylphenyl)sulfonylpyrimidin-2-one
Chlozolinate,84332-86-5,ClC=1C=C(C=C(C1)Cl)N1C(OC(C1=O)(C(=O)OCC)C)=O,"ethyl 3-(3,5-dichlorophenyl)-5-methyl-2,4-dioxo-1,3-oxazolidine-5-carboxylate"
Ammonium acetate,631-61-8,C(C)(=O)[O-].[NH4+],azanium acetate
Phenylmercury nitrate,55-68-5,[N+](=O)([O-])O[Hg]C1=CC=CC=C1,nitrooxy(phenyl)mercury
Laminarin,9008-22-4,O[C@H]1C(O[C@@H]([C@H]([C@@H]1OC1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)CO)O[C@@H]1[C@H](C(O[C@@H]([C@H]1O)CO)O)O,"(3R,4S,5R,6R)-4-[(3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,5-triol"
Iprobenfos,26087-47-8,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,di(propan-2-yloxy)phosphorylsulfanylmethylbenzene
Metam-potassium,137-41-7,CNC(=S)[S-].[K+],potassium N-methylcarbamodithioate
Metam,144-54-7,CNC(=S)S,methylcarbamodithioic acid
Cypendazole,28559-00-4,C(#N)CCCCCNC(=O)N1C(=NC2=C1C=CC=C2)NC(OC)=O,methyl N-[1-(5-cyanopentylcarbamoyl)benzimidazol-2-yl]carbamate
Dimethirimol,5221-53-4,C(CCC)C1=C(N=C(NC1=O)N(C)C)C,5-butyl-2-(dimethylamino)-4-methyl-1H-pyrimidin-6-one
Alpha-terpinene,99-86-5,CC1=CC=C(CC1)C(C)C,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene"
Chlorothalonil,1897-45-6,ClC1=C(C(=C(C(=C1C#N)Cl)Cl)Cl)C#N,"2,4,5,6-tetrachlorobenzene-1,3-dicarbonitrile"
Difenzoquat,49866-87-7,CN1[N+](=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C,"1,2-dimethyl-3,5-diphenylpyrazol-2-ium"
Oxycarboxin,5259-88-1,CC1=C(S(CCO1)(=O)=O)C(=O)NC1=CC=CC=C1,"6-methyl-4,4-dioxo-N-phenyl-2,3-dihydro-1,4-oxathiine-5-carboxamide"
Fenamidone,161326-34-7,N(C1=CC=CC=C1)N1C(=N[C@](C1=O)(C1=CC=CC=C1)C)SC,(5S)-3-anilino-5-methyl-2-methylsulfanyl-5-phenylimidazol-4-one
Fosetyl,15845-66-6,C(C)O[P+](=O)O,ethoxy-hydroxy-oxophosphanium
Myclozolin,54864-61-8,ClC=1C=C(C=C(C1)Cl)N1C(OC(C1=O)(C)COC)=O,"3-(3,5-dichlorophenyl)-5-(methoxymethyl)-5-methyl-1,3-oxazolidine-2,4-dione"
Cinnamaldehyde,104-55-2,C1(=CC=CC=C1)/C=C/C=O,(E)-3-phenylprop-2-enal
Fenopyramid,2344721-61-3,FC(C1=C(OC2=C(C=CC=C2)NC(=O)C=2C(=NN(C2)C)C(F)F)C=CC(=C1)C(F)(F)F)(F)F,"N-[2-[2,4-bis(trifluoromethyl)phenoxy]phenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide"
Copper sulphate,7758-98-7,S(=O)(=O)([O-])[O-].[Cu+2],copper sulfate
Pyridinitril,1086-02-8,ClC1=NC(=C(C(=C1C#N)C1=CC=CC=C1)C#N)Cl,"2,6-dichloro-4-phenylpyridine-3,5-dicarbonitrile"
Ethirimol,23947-60-6,C(CCC)C1=C(N=C(NC1=O)NCC)C,5-butyl-2-(ethylamino)-4-methyl-1H-pyrimidin-6-one
Bifemetstrobin,2454319-63-0,CO\C=C(\C(=O)OC)/OC1=C(C=CC(=C1)C1=CC=CC=C1)C,methyl (Z)-3-methoxy-2-(2-methyl-5-phenylphenoxy)prop-2-enoate
Ziram,137-30-4,CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Zn+2],"zinc bis(N,N-dimethylcarbamodithioate)"
Zinc oxide,1314-13-2,[O-2].[Zn+2],zinc oxygen(2-)
Bethoxazin,163269-30-5,S1C(=CC2=C1C=CC=C2)C2=NOCCS2=O,"3-(1-benzothiophen-2-yl)-5,6-dihydro-1,4,2-oxathiazine 4-oxide"
Fenfuram,24691-80-3,CC=1OC=CC1C(=O)NC1=CC=CC=C1,2-methyl-N-phenylfuran-3-carboxamide
Diphenylamine,122-39-4,C1(=CC=CC=C1)NC1=CC=CC=C1,N-phenylaniline
Difenoconazole,119446-68-3,ClC1=C(C=CC(=C1)OC1=CC=C(C=C1)Cl)C1(OCC(O1)C)CN1N=CN=C1,"1-[[2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole"
Drazoxolon,5707-69-7,ClC1=C(C=CC=C1)N=NC1=C(NOC1=O)C,"4-[(2-chlorophenyl)diazenyl]-3-methyl-2H-1,2-oxazol-5-one"
Mercuric chloride,7487-94-7,Cl[Hg]Cl,dichloromercury
Benalaxyl-M,98243-83-5,CC1=C(N(C(CC2=CC=CC=C2)=O)[C@@H](C(=O)OC)C)C(=CC=C1)C,"methyl (2R)-2-(2,6-dimethyl-N-(2-phenylacetyl)anilino)propanoate"
Fentin acetate,900-95-8,C(C)(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,triphenylstannyl acetate
Azoxystrobin,131860-33-8,C(#N)C1=C(OC2=CC(=NC=N2)OC2=C(C=CC=C2)/C(/C(=O)OC)=C\OC)C=CC=C1,methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate
Octhilinone,26530-20-1,C(CCCCCCC)N1SC=CC1=O,"2-octyl-1,2-thiazol-3-one"
Dichlobentiazox,957144-77-3,ClC1=NSC(=C1Cl)COC1=NS(C2=C1C=CC=C2)(=O)=O,"3-[(3,4-dichloro-1,2-thiazol-5-yl)methoxy]-1,2-benzothiazole 1,1-dioxide"
Diclomezine,62865-36-5,ClC=1C=C(C=C(C1C)Cl)C1=NNC(C=C1)=O,"3-(3,5-dichloro-4-methylphenyl)-1H-pyridazin-6-one"
